provider,email,telephone,website,address
KL BUSINESS & LEGAL INSTITUTE SDN. BHD.,info@klbli.com,60321442511,,
RAJ MANAGEMENT SERVICES SDN BHD,raj27sms@yahoo.com,60322762786,,
TIMMINS TRAINING CONSULTING SDN BHD,rnithu@gmail.com,60327850737,,
PENTAA ADVANTAGE CONSULTANCY SDN BHD,info@pentaa.asia,60124703754,,
ALPHA CATALYST CONSULTING SDN. BHD.,suraya@alphacatalyst.com,60123297045,,
JTS TRAININGS SDN BHD,chloe@jtstrainings.com,60374993365,,
TAKECHARGE ASIA PLT,clgoh@takechargeasia.com,60122133651,,
VIBRATEC ASIA PACIFIC SDN BHD,farhana.yusree@vibratec.my,60149636741,,
ZAPPO AI SDN. BHD.,zappoai24@gmail.com,60183633693,,
SHINEWING TY TEOH ACADEMY SDN. BHD.,anita@shinewingtyteoh.com,60378055022,,
RF STATION SDN. BHD.,support@rfstation.com,60122140460,,
INSTITUTE OF TECHNOLOGY PETRONAS SDN. BHD.,noorain.kadir@utp.edu.my,6053687558,,
SKILLS ASIA RESOURCES SDN BHD,info@skillsasia.com,60329358166,,
MALAYSIA STEEL INSTITUTE,leon@malaysiasteelinstitute.com,60362084658,,
CHANGE ACTUATOR SDN BHD,nadyra@changeactuator.my,60132715763,,
UDSMEDIA SDN. BHD.,zahidah@uds.net.my,60327330813,,
KOLEJ RISDA SDN.BHD,noris_9165@yahoo.com,60123166476,,
WOMEN`S INSTITUTE OF MANAGEMENT,tpr@wimnet.org.my,60377310613,,
SCIENCE OF LIFE SYSTEMS 247 SDN. BHD.,nadia.a@sols247.org,6.01123E+11,,
AGOS ASIA SDN BHD,yeeling@agosasia.com,60122619050,,
MINDVUE ASIA SDN. BHD.,icare@mindvueasia.com,60322017688,,
UBIQ GLOBAL SOLUTIONS SDN BHD,feeming.yong@ubiqglobal.com,60162751132,,
GEOMATIKA EDUGROUP SDN BHD,nurulfakihin@geomatika.edu.my,60342656283,,
PD TRAINING SDN. BHD.,k.winfield@pdtraining.com.au,60162991479,,
GREENBUILDINGINDEX SDN. BHD.,jessey@greenbuildingindex.org,60173768687,,"LEVEL 4, PAM CENTRE,JALAN TANDOK, BANGSAR,59100 KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR,BANGSAR,Kuala Lumpur,Malaysia-59100"
HCMI SEA AND PACIFIC SDN BHD,maysha.mannierajah@entomo.co,60163160766,,
AKADEMI PENCEGAHAN RASUAH MALAYSIA,pang.maiteck@sprm.gov.my,60169827789,,
SUCCESS EDGE ACADEMY PLT,success.edge.malaysia@gmail.com,60196693497,,
INTELLIGENCE SANDBOX (M) SDN BHD,admin@isandbox.my,60166815595,,
MATTA ACADEMY SDN BHD,academy@matta.org.my,60392221155,,
GREEN PLUS CONSULTANCY (M) SDN BHD,info.gpcm@gmail.com,60321165921,,
FIRESTARTER EXPERIENCE CONSULTANT SDN. BHD.,cole@firestarter.community,60192869344,,
MAXWELL CFM INTERNATIONAL SDN. BHD.,arivagara.pavithran@maxwellcfm.com,60122349571,,
HERNANCRES SERVICES SDN BHD,jenkee62@yahoo.com,60169272157,,
CHAMBER SKILLS SDN. BHD.,shankary@chamberskills.com,60123133172,,
IMMERSIVE LEARNING SDN. BHD.,finance@mind-trac.com,60123236812,,
INNOBIM CONSULTANCY SDN. BHD.,michelle@innobim.biz,60169220071,,
LEGAL PLUS SDN. BHD.,secretary@legalplus.com.my,60321165894,,
INSPIRATION TRAINING AND CONSULTATION SDN BHD,kk@inspiretnc.com,60362617452,,
MUSE CONSULTANCY ASIA PLT,accounts@museasia.biz,60374980399,,
SECURITIES INDUSTRY DEVELOPMENT CORPORATION,sidcprogramme@sidc.com.my,60362048439,,
MAWEA INDUSTRIES SDN. BHD.,training@mawea.com.my,60378368667,,"C-3A-05 & C-3A-3A,BLOCK C, OASIS SQUARE,NO. 2, JALAN PJU 1A/7A,ARA DAMANSARA,PETALING JAYA,Kuala Lumpur,Malaysia-47301"
RICH & RICH CONSULTANCY SERVICES SDN BHD,sales.richacademy@gmail.com,6.01132E+11,,
MAJLIS PENGASUHAN DAN PENDIDIKAN AWAL KANAK KANAK MALAYSIA (MAJLIS ECCE),eccecouncil@gmail.com,60143692421,,
MAHSA ACADEMY SDN. BHD.,vijayavinothini@mahsa.edu.my,60122699976,,
IBFIM,liyana@ibfim.com,60320311010,,
HUZA RADZI CONSULTANCY (M) SDN BHD,info@huzaradzi.com,60123963332,,"UNIT 32-01, LEVEL 32, TOWER B,THE VERTICAL CORPORATE TOWERS,AVENUE 10,BANGSAR,NO.8 JALAN KERINCHI,KUALA LUMPUR,Kuala Lumpur,Malaysia-59200"
BERJAYA COLLEGE SDN BHD,nuraisyah.shoib@berjaya.edu.my,60134225507,,
SEEKERS PRO NETWORK SDN BHD,sarbeet@gmail.com,60122035700,,
FBI CONSULT SDN. BHD.,nick@unicorns-academy.com,60123313342,,
MALAYSIAN AIR-CONDITIONING AND REFRIGERATION ASSOCIATION,enquiry@macra.org.my,6.03017E+12,,"SUITE 17-08,17TH FLOOR, WISMA ZELAN,NO.1 JALAN TASIK PERMAISURI 2,BANDAR TUN RAZAK,,CHERAS,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-56000"
TOURPLAN ASIA PACIFIC SDN BHD,mabelle.tin@tourplan.com,60341316888,,
MARCUS EVANS MALAYSIA SDN BHD,shyamalak@marcusevanskl.com,60327837000,,
MANDARIN DISCOVERY SDN BHD,kimsiewchow@gmail.com,60129036155,,"307C, 3RD FLOOR,LORONG PERAK,MELAWATI SQUARE,PUSAT BANDAR MELAWATI,KUALA LUMPUR,Kuala Lumpur,Malaysia-53100"
ADIPVEN (M) SDN. BHD.,moganah@adipven.com,60322014023,,
TRAINING MINDS SDN BHD,trainingminds@gmail.com,60340436598,,
THOMVELL INTERNATIONAL SDN BHD,admin@thomvell.com,60322606500,,
LEARNDIRECT TRAINING & CONSULTANCY PLT,chin.vince@thelearndirect.com,60123377161,,
HARTFORD STEAM BOILER (M) SDN BHD,chingyee_chong@hsb.com,60390553488,,"B-1-3 ENDAH PROMENANDE,NO.5, JALAN 3/149E,TAMAN SRI ENDAH,SRI PETALING,KUALA LUMPUR,Kuala Lumpur,Malaysia-57000"
LEADERSHIP EDGE PLT,eric.lau@leadershipedge.com.my,60123870699,,
DB TRAINING SOLUTIONS PLT,sherinatrina@gmail.com,60124336325,,
SILVA METHOD (MALAYSIA) SDN BHD,enquiry@silvamethod.com.my,60322829939,,
VARIOUS ASPIRE SDN. BHD.,jelneestan@gmail.com,60187898732,,
UPUM RESOURCES SDN BHD,mohdsazali.83@um.edu.my,60379673556,,
DIRECT RESULTS ASIA PACIFIC CONSULTANCY SDN BHD,info@directresults-ap.com,60164433747,,
SME ASSOCIATION OF MALAYSIA,sara@smemalaysia.org,60102068944,,
ASIAN RAIL ACADEMY SDN BHD,iniyan@asianrail.com.my,60322017245,,
ACCESS SOFTWARE SDN. BHD.,ivan.wong@theaccessgroup.com,60392121393,,
PERSEKUTUAN BANGUNAN HIJAU MALAYSIA (MALAYSIA GREEN BUILDING COUNCIL),cpd@mgbc.org.my,60178510700,,
DELOITTE MALAYSIA PLT,mefoo@deloitte.com,60376108783,,
HUMANOLOGY SDN BHD,vincentleongws@gmail.com,60182136755,,
INTERADIGM SDN BHD,nurul.a@interadigm.com,60327210225,,
TRAILBLAZING ASIA SDN. BHD.,bavanier3477@gmail.com,60322764228,,
ADAMAYA CONSULTANCY AND SERVICES SDN BHD,adamayaconsultancyservices@gmail.com,60199171004,,
DYNAMIC-PULSE PLT,yewween83@gmail.com,60124577078,,
GIFT SOUTH EAST ASIA SDN. BHD.,vnair@GLOBAL-INST.COM,6.01134E+11,,
PERIKATAN PERANCIS ALLIANCE FRANCAISE DE KUALA LUMPUR,ranjan.afkl@gmail.com,60192467701,,
BREAKTHRU ACADEMY SDN BHD,yuchiet@hotmail.com,60341497977,,
EZYSPARK ASIA SDN BHD,pema@ezyspark.com,60125766070,,"PD5-10-02A,MAISSION RESIDENT,,JALAN PJU 1A/3,,ARA DAMANSARA,PETALING JAYA,Kuala Lumpur,Malaysia-47301"
GLOBALPROTECTION SECURITY & TRAINING SERVICES (M) SDN. BHD.,gpsts.sdnbhd17@gmail.com,6.01127E+11,,
DEWAN PERNIAGAAN DAN PERINDUSTRIAN INDIA KUALA LUMPUR DAN SELANGOR,enquiry@klsicci.com.my,60326931033,,
TRUE MANAGEMENT QUALITY CONSULTANCY SDN BHD,twong@truemgt.com,60192169503,,
THE MIND FACULTY SDN. BHD.,accounts@themindfaculty.com,60362030359,,
ANIMAL MEDICAL CENTRE SDN BHD,hr2@medivet.com.my,60192765157,,
HRD ACADEMY SDN BHD,ainulkhalidah@bac.edu.my,60379541796,,
MEGA INTERNATIONAL SYSTEMATIC TRAINING ACADEMY SDN BHD,edu.mista@gmail.com,60133309489,,
ACCENDO TECHNOLOGIES SDN BHD,aernie@accendo.com.my,60122462650,,
DAMAI POTENSI SDN. BHD.,finance@nkl.edu.my,60163895902,,
PEMANDU ASSOCIATES SDN BHD,koghilavani@pemandu.org,60192770140,,
PERSATUAN USAHAWAN SEIWAJYUKU MALAYSIA,seiwajyuku.my@gmail.com,60342941600,,
CANAAN COMMUNICATION & TECHNOLOGIES SDN BHD,hr@canaanct.com.my,60327212499,,
INSTITUT PROFESIONAL BAITULMAL SDN. BHD.,norashikin@kpmaiwp.edu.my,60392814054,,
MEREKA INNOVATIVE EDUCATION SDN. BHD.,hq@biji-biji.com,60364194755,,
LSW TRAINING PROVIDER SDN. BHD.,lswtp55@gmail.com,60193595692,,
FORTIFY ACADEMY SDN. BHD.,alvinfoo.4tfy@gmail.com,60122588383,,
POWERWOOSH ASIA BERHAD,powerwooshasia@gmail.com,60122962092,,
INFINEX SOLUTIONS ASIA CONSULTANCY SDN BHD,docs.mahathiracademy@gmail.com,60163449930,,
SHE ACADEMY & CONSULTANCY (M) SDN. BHD.,shekokkeong@hotmail.com,60122026786,,
PCOMMERCE SDN. BHD.,han@primecommerce.asia,60102531767,,
NALURI HIDUP SDN BHD,growth@naluri.life,60327123235,,
TEKMARK SDN. BHD.,yl.leo@tekmarkgroup.com,60390783000,,
SYUEN ZENS RESOURCES,sharongoh8@gmail.com,60123769198,,
IIUM HIGHER EDUCATION SDN BHD,hr@iic.edu.my,60361876900,,
IINOSPIRE SDN BHD,rene@iinospire.com.my,60164443403,,
PERSOL CONSULTING MALAYSIA SDN. BHD.,Jannatul.Ain@persolconsulting.com,60129003967,,
PROFICEO CONSULTANTS SDN BHD,programs@proficeo.com,60172492963,,
K-CONSULTING MANAGEMENT (M) SDN BHD,ADMIN@K-KONSULTGROUP.COM.MY,60321662303,,
CHANNEL TRAINING & DEVELOPMENT SDN BHD,ragenee2695@gmail.com,60186605950,,
MARWIN INNOVATION SDN. BHD.,Info@eduk8u.com,60125533654,,
KURUP HR CONSULT HOLDINGS SDN. BHD.,fleetram@gmail.com,60192619850,,"SUITE NO.502, 5TH FLOOR,LOKE YEW BUILDING,NO.4, JALAN MAHKAMAH PERSEKUTUAN,CITY CENTRE,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-50050"
AVANCER FM SERVICES SDN BHD,AVANCERFM@GMAIL.COM,60327879156,,
SMART READER WORLDWIDE SDN BHD,hr@smartreader.edu.my,60362795555,,
MNG CONSULTING SDN BHD,mng3218@hotmail.com,60389991169,,"BLOCK 8-16-1,JALAN JALIL PERKASA 15,ARCADE ESPLANAD,TAMAN BUKIT JALIL,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-57000"
THE NATIONAL CANCER SOCIETY OF MALAYSIA,training@cancer.org.my,60326987300,,
KS TRAINING PLT,rachel@ksgc.com.my,60173302519,,
VMD TESTING AND VERIFY ONLY,syamsuri@hrdcorp.gov.my,6012345678,,
THE FRENCH ACADEMY SDN BHD,olivier@thefrenchacademy.net,60376147867,,
CENTEGY GOVERNANCE ADVISORY SDN BHD,chris@centegy.com.my,60362033198,,
WANCONNECT MANAGEMENT SERVICE PLT,admin@wanconnect.com.my,60322766226,,
CHPS GM CONSULTANCY & ACADEMIC SDN BHD,ben_prakasan@hotmail.com,60192111525,,
PWC CONSULTING ASSOCIATES (M) SDN BHD,hui.moi.tnay@pwc.com,60321731188,,
AXON CONSULTANCY SDN BHD,jack@axonconsultancy.com,60126159229,,
FAR ACADEMY SDN. BHD.,hr@farcapital.com.my,60192520473,,
KNOLSKAPE SOLUTIONS SDN. BHD.,hrdc.claims@knolskape.com,60103554405,,
SII INTEGRATIVE TRAINING SDN BHD,siitrainingndevelopment@gmail.com,60126765125,,
NEWSROOM SOLUTIONS SDN BHD (INTELECTASIA CONSULTANCY),kalvinder@intelectasia.com,60322019477,,
THE ECEOS SDN. BHD.,hrms@eceos.com,60327735665,,
PLV ADVANCE BUSINESS CONSULTING SDN. BHD.,plvadvancebusiness@gmail.com,60162529208,,
PERINTIS OSH SDN. BHD.,info@perintosh.com,60197119122,,
TITANIUM VISTA (M) SDN. BHD.,ezry_titaniumvista@yahoo.com,60341433272,,
COMSOLUTIONS SDN. BHD.,comsolutions123@gmail.com,60122148178,,
S.P.E.A.A.R.S INTERNATIONAL (MALAYSIA) SDN BHD,info@speaars.com,60320117272,,
ELEMENTRIX SDN. BHD.,claireleesc@gmail.com,60123791708,,
PERSATUAN MAJIKAN-MAJIKAN HOTEL SEMENANJUNG MALAYSIA,ahe_2018@yahoo.com,60340434412,,
CORSTON-SMITH ASSET MANAGEMENT SDN. BHD.,operations@corstonsmith.com,60320781006,,
INVIGOUR ENERGY SDN. BHD.,isma.nazuwa@invigour-energy.com,60323867793,,
SMI TALENT DEVELOPMENT (SS) PLT,shanny@smiasia.org,60192800565,,
PRECENA STRATEGIC PARTNERS SDN. BHD.,diyanah.fauzi@precena.com,6032779 0552,,
CAKNA GEMILANG SDN. BHD.,info@cgsb.com.my,60182773957,,
THANNEES TAX CONSULTING SERVICES SDN. BHD.,ttcsadmin@thannees.com,60383096748,,
SARVANTA SDN. BHD.,ron.shashi@sarvanta.com,60196320984,,
HIGH PERFORMANCE INDIVIDUALS SDN. BHD.,isliana@hpi.com.my,60123449467,,
OR TECHNOLOGIES SDN. BHD.,vam@ortechnologies.net,60192807275,,
TITANS SOLUTIONS (MY) PLT,titanssolutions.my@gmail.com,60125485075,,
VELESTO DRILLING ACADEMY SDN. BHD.,ruslida.ahmad@velesto.com,60327426193,,
RENOOX TECH PLT,renoox01@gmail.com,60162179845,,
PRICEWATERHOUSECOOPERS RISK SERVICES SDN. BHD.,my_learning_and_development_mis@pwc.com,60321733890,,
HDAP CONSULTING MALAYSIA SDN. BHD.,kl.office@humandynamic.com,60320932822,,
SAPPHIRE TRAINING CONSULTANCY,admin@sapphiretc.com.my,60164141059,,
VTOPIAN ORB SDN. BHD.,LIMPEISZE83@HOTMAIL.COM,60127778505,,
SERUNAI COE SDN. BHD.,fariha@serunai.com,60195872696,,
ABUNDANT IMPACT SDN. BHD.,reuben@abundant-impact.com,60184715888,,
UNILIFESITY SDN. BHD.,unilifesity@gmail.com,60122287762,,
CT EVENT ASIA SDN. BHD.,finance@cteventasia.com,60327107712,,
MARC LEARNING SDN. BHD.,learning@marc.com.my,60327172900,,
WEPRO CORPORATE CONSULTANTS SDN. BHD.,training@wepro.consulting,60177700887,,
PERSATUAN SAINS DAN TEKNOLOGI KEJURUTERAAN MALAYSIA,suresh@maset.org.my,60123000442,,
LEMBAGA PENDUDUK DAN PEMBANGUNAN KELUARGA NEGARA,m_hafizul@lppkn.gov.my,60326137555,,
TALENTBANK SDN. BHD.,ben@talentbank.io,60123111021,,
NEW AGE LIFE COACHING SDN. BHD.,na.lifecoaching@gmail.com,60192707971,,
3NOVEX ASIA SDN. BHD.,info@3novex.com,60327214361,,
BDO PLT,bdolapd@bdo.my,60326162888,,
TWIN TOWERS MEDICAL CENTRE KLCC SDN. BHD.,mohd.faizal@ttmc.com.my,60342800641,,
JOB HUNT TRAINING SDN. BHD.,secretary@jobhunt.com.my,60172558355,,
AYS WINE & SAKE CONSULTANCY PLT,aywinesake@gmail.com,60123580713,,
EDUWORLD ACADEMY SDN. BHD.,haniza@eduworld.com.my,60162280154,,"LOT 2-6-01, 6TH FLOOR,WISMA RAMPAI, JALAN 34/26,TAMAN SRI RAMPAI,SETAPAK,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-53300"
THE BEANCOUNTER SDN. BHD.,fin@bcounter.my,60137118866,,
PURE EDUCATION SDN. BHD.,awchanyann@gmail.com,60129250708,,
INSPIRE LEARNING GROUP MALAYSIA SDN. BHD.,sandhya@inspiregroupasia.com,60193536911,,
EXZELLENT PROFIS SDN. BHD.,development@exzellprofis.com,60172339803,,
PUSAT LATIHAN PERDAGANGAN MODEN,allie6362@gmail.com,60163090522,,
PERDANA UNIVERSITY,ajemal.shah@perdanauniversity.edu.my,60320116478,,
HOREN TRAINING,amir@horen.com.my,60124305054,,
ENABLERZ CONSULTING & SOLUTIONS,zohrab.chong@outlook.com,60122737743,,
VB ADVISORY SDN. BHD.,hello@vision.build,6.0114E+11,,
ACS ASIAPAC SDN. BHD.,angeline@acsasiapac.com,60122074407,,
BRIOHR SDN.BHD.,hrdc@briohr.com,60122005635,,
EVORESOURCE OUTSOURCING SDN. BHD.,dexter@evoresource.com,-6881783,,
CYBIANT ASIA SDN. BHD.,info@cybiant.com,6.01546E+11,,
PERSATUAN LIFE LINE MALAYSIA (LIFE LINE ASSOCIATION MALAYSIA),admin@lifeline.org.my,60342666195,,
FAIRVIEW INTERNATIONAL COLLEGE SDN. BHD.,gopi@fairview.edu.my,60169727216,,
COACHING & EVOLUTION,vince.thl@gmail.com,60193275198,,
SIFOO ART AND MULTIMEDIA SDN. BHD.,contact@sifoo.com,60126867085,,
ACADEMY OF IBADAH FRIENDLY HOSPITAL PLT,akademi.hospitalmesraibadah@gmail.com,60192381007,,
PKN BUILDING SOLUTIONS SDN. BHD.,kuanyouwai@gmail.com,60162185196,,
MOMENTA PERFORMANCE SDN. BHD.,deepa.ratnam@momenta.biz,60149287380,,
SBS SOCIAL SDN. BHD.,admin@sbsgroup.com.my,60123090093,,
MOVEN INSIGHTS SDN. BHD.,patwahid@gmail.com,60192803131,,
VSPIRE DIGITAL SDN. BHD.,hello@vspireacademy.com,60166622616,,
PROFOREST SDN. BHD.,shuyi.wong@proforest.net,60164417413,,"UNIT 5-1, LEVEL 5, TOWER B,VERTICAL BUSINESS SUITE, AVENUE 3,BANGSAR SOUTH, NO. 8,JALAN KERINCHI,KUALA LUMPUR,Kuala Lumpur,Malaysia-59200"
KNIGHT COMMUNICATIONS SDN. BHD.,jolene@knightcomms.com,60122176198,,
SKILLCITY ACADEMY SDN. BHD.,academyskillcity@gmail.com,6.0116E+11,,
EDUFREE ACADEMY SDN. BHD.,isanora2810@gmail.com,6.01121E+11,,
CIDB E-CONSTRUCT SERVICES SDN. BHD.,info@econstruct.com.my,60340400399,,
BADAN PENGAWAS PEMEGANG SAHAM MINORITI BERHAD,imen@mswg.org.my,60327320010,,
ORGANIZATION RENEWAL INC SDN. BHD.,nazneen@ori-inc.com,60122970895,,
CORPORATE CONNECT ASIA CONSULTANCY,suvi@corporateconnect.com.my,60123008542,,
FA ADVISORY SDN. BHD.,training@fa.my,60362114011,,
SHAIRUL COBLEY SOLUTIONS,shairulcobley@gmail.com,6.01116E+11,,
SPENCER STUART STAR MALAYSIA SDN. BHD.,anith.yazid@impactplus.ai,60194199763,,"MENARA BT, LEVEL 1 & 2,TOWER 3, AVENUE 7, HORIZON 2,BANGSAR SOUTH CITY,NO. 8, JALAN KERINCH,KUALA LUMPUR,Kuala Lumpur,Malaysia-59200"
DRAZU TRAINING ACADEMY & CONSULTANCY,dr.shahadan@gmail.com,60184666765,,
KLA CONSULTANCY SDN. BHD.,training@kingscollege.edu.my,60133478467,,
INFO TECH SYSTEMS INTEGRATORS (M) SDN. BHD.,hrdftraining@info-tech.com.my,60360500333,,
KOPERASI USAHAWAN INKLUSIF MALAYSIA BERHAD,secretary@kuimb.com,60379688686,,
AMANRA SYSTEMS SDN. BHD.,zurina@amanra.com.my,60362584911,,
QUANTEPHI SDN. BHD.,ctnorliza@quantephi.cc,60122110852,,
GOODKIDS SDN. BHD.,justinkumar1405@gmail.com,60142182874,,
SYBERS ASIA SDN. BHD.,info@sybersasia.com,60196239006,,
TK ACADEMY SDN. BHD.,hr@tk2you.com,60389592923,,
FORVIS MAZARS ADVISORY SDN. BHD.,suguneshwari@forvismazars.com,60327025222,,
INTEGRATED ASSESSMENT SERVICES SDN. BHD.,iasassessment@gmail.com,60193999873,,
ARMADA EHS MANAGEMENT SERVICES,saravanan.supaiyah@armadaehs.com,60127530079,,
ACCENTURE SDN. BHD.,f.zainal.abidin@accenture.com,60327008000,,
VERAISO INTERNATIONAL CERTIFICATION SDN. BHD.,hello@veraiso.com,60139002858,,
BRAINWORK RESOURCES PLT,zhryahya@yahoo.com,60194910118,,
SAIBA INTERNATIONAL SDN. BHD.,saiba@saibaintl.com,60162174462,,
RIGHT WAY SOLUTIONS,power_unlocked@yahoo.com,60122940628,,
EDGE TECH CONSULTING SDN BHD,hr@edgeconsulting.asia,60169661103,,"A1-11,,GLOMAC DAMANSARA, 699,,JALAN DAMANSARA,TAMAN TUN DR ISMAIL,,KUALA LUMPUR,Kuala Lumpur,Malaysia-60000"
YYC ADVISORS SDN. BHD.,adv.admin@yycasia.com,60193686868,,
STYLUS ASIA SDN. BHD.,iknowledge2@yahoo.com,60196239006,,
SABTHAM`S VISION SDN. BHD.,info@sabthamsvision.com.my,60322762980,,
EMPOWER ASIA SDN. BHD.,alvin@empowerasia.net,60122299656,,
RD RECOVERY ASIA SDN. BHD.,rdrecovery2004@yahoo.com,60122187699,,
TIMURWEST CONSULTANT SDN. BHD.,drshankar@timurwest.com,60123106966,,
LEAPED SERVICES SDN. BHD.,syuhada.razali@leapedservices.com,60329350053,,"COMMON GROUND DAMANSARA HEIGHTS,WISMA UOA DAMANSARA II, PENTHOUSE 16-1,LEVEL 16, NO.6, CHANGKAT SEMANTAN,DAMANSARA HEIGHTS,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-50490"
DZEC TRAINING & CONSULTANCY SDN. BHD.,zainal_jomstudy@live.com,60132846268,,
CEDAR TECH TRAINING SDN. BHD.,info@cedartechtraining.com.my,60196681981,,
RESPUBLICA ADVISORY SDN. BHD.,sengchoon@resolvegroup.com.my,60162116799,,
ISE EDUCATION SDN. BHD.,ismarteducare@gmail.com,60327819937,,
NI CORPORATE SDN. BHD.,nadanicc@yahoo.com,60123419950,,
JKS INSPIRASI TECHNOLOGY,jksinspirasitech@gmail.com,60125696733,,
LUNIX EDUCATION SDN. BHD.,info@lunixgroup.com,60182773957,,
FINSOURCE SDN. BHD.,queeniegoh@finsourcegroup.com.my,60193339473,,
UNIVERSAL GROWTH SDN. BHD.,callie.universal@gmail.com,60122827133,,
ALARP SDN. BHD.,alarpmalaysia1@gmail.com,60166194097,,
HAVASU SDN. BHD.,azrinimohdazman@gmail.com,60322016665,,
SYSARMY SDN BHD,admin.hr@sysarmy.net,6.01113E+11,,
INTELLI EDUCATION GROUP SDN. BHD.,thibashini.m@iegcampus.com,60326040844,,
BEYOND4 SDN. BHD.,hanis@beyond4.tech,60379601922,,
GEODESIA INTERNATIONAL SDN. BHD.,pmospecialproject@gmail.com,6.01118E+11,,"LOT 5-5-7, 5TH FLOOR,,PRIMA PENINSULAR,,JALAN SETIAWANGSA 11,,TAMAN SETIAWANGSA,SETIAWANGSA,Kuala Lumpur,Malaysia-54200"
BKAY NAIR RESOURCES,bkaynair@gmail.com,60162329365,,
MINDSTORM CONSULTING ASIA SDN. BHD.,tom@mindstorm.asia,60123793278,,
MOIM GLOBAL SDN. BHD.,admin@moimglobal.com,60173377123,,
HUMANINC SDN. BHD.,finance@humaninc.co,60123694059,,
CIDB IBS SDN. BHD.,rezie@cidbibs.com.my,60392242280,,
STRASYS SOLUTIONS SDN. BHD.,vicjoecool@gmail.com,60193461073,,
YELLOWSHORTS CONSULTING SDN BHD,nicholas@yellowshorts.com.my,60139419894,,
RENCANA NADI SDN. BHD.,rencananadi@gmail.com,60126154046,,
MIND X SDN.BHD.,xplorers@mindxtech.ai,127666053,,
LEARNING POINT EDUCATION SDN. BHD.,norasfarizan@alfa.edu.my,6.01112E+11,,
TED SERI CONSULT SDN. BHD.,ji@tenaga-ed.com.my,60134878767,,
SCITECH TRAINING CENTRE SDN. BHD.,inquiry@sttc.com.my,60362762323,,
IBHR CONSULTING SDN. BHD.,dil@ibhr.com,60192761919,,
10 X ENTERPRISE,nisshan@thetenxgroup.com,60123560923,,
VITA MUTARI CONSULTANCY SDN. BHD.,adrianho75@gmail.com,60122823538,,
FCS COMPUTER SYSTEMS SDN. BHD.,lynn.yong@planet1world.com,60165966468,,
CREATIVE CORPORATE TRAINERS (M) SDN. BHD.,cct.nim2021@gmail.com,60340508188,,
HYBRID CAREER CONSULTING PLT,reynu.hybridcareer@gmail.com,60122916075,,
RAPIDMAJU MANAGEMENT & RESOURCES,rapidmajumanagement@gmail.com,6.01175E+11,,
ERGOPRIMA SDN. BHD.,aardzain@ergoprima.com,60183964186,,
XP TECHNIC SOLUTIONS,shah.xp.consult@gmail.com,60126480400,,
ACADEMY OF AERONAUTICS SDN. BHD.,aamalaysia99@gmail.com,60126638046,,
GRANT THORNTON MALAYSIA PLT,nurfariha.ismail@my.gt.com,60326924022,,
FELEMENT SDN. BHD.,alfred@felementgroup.com,60327119633,,
MALAYSIAN MEDICAL ASSOCIATION,finance@mma.org.my,60340411375,,
HUMAN RESOURCE DEVELOPMENT SDN. BHD.,aziliza@hrdsdb.com,60389336219,,
I WORLD TECH & MANAGEMENT SDN. BHD.,merqila2@gmail.com,60102344494,,
ALECA SDN. BHD.,aleca@alecasolutions.com,60323867373,,
AKADEMI PRESMA SDN. BHD.,akademipresma984@gmail.com,60193615778,,
MEEKA INTL SDN. BHD.,pnoralaina@gmail.com,60122000639,,
UT&E (M) SDN. BHD.,hilmi.malik@utne.com.my,60123117505,,
PENNA WRITES ACADEMY PLT,info.pennawrites@gmail.com,0192445775,,
HERON TALENT MANAGEMENT SDN. BHD.,training@heron.com.my,60322022428,,"LOT 9.01D (WEST WING),9TH FLOOR MENARA BRDB,285 JALAN MAAROF,BUKIT BANDARAYA,KUALA LUMPUR,Kuala Lumpur,Malaysia-59000"
WELINGTONS RESOURCES,welingtonsresources@gmail.com,60124498933,,
KCOM ACADEMY SDN. BHD.,debbie@kcom.net.my,60391075502,,
PUKUNUI SDN. BHD.,hello.my@pukunui.com,60384081894,,
INSPIRE ENRICH PLT,cgill.coach@gmail.com,60122058176,,
INDAH WATER KONSORTIUM SDN. BHD.,fahamey@pop.iwk.com.my,60389967514,,"INDAH WATER TRAINING CENTRE,SG.BESI REGIONAL SEWAGE TREATMENT WORKS,LOT 33519, BUKIT JALIL,KL-SEREMBAN HIGHWAY,KUALA LUMPUR,Kuala Lumpur,Malaysia-57000"
PUSAT BAHASA NUSANTARA SDN. BHD.,fairuz@nusantaralc.edu.my,60340502973,,
SATU WAWASAN SECURITY SERVICES SDN. BHD.,satuwawasan19finance@gmail.com,6.01131E+11,,
PERUNDING DIDIKAN MAHAJAYA SDN. BHD.,vikarna12@gmail.com,60193323237,,
FINE TRAINING ACADEMY SDN. BHD.,info@fineacademy.com.my,60341492560,,
RM LEOPAD SDN. BHD.,hradmin@leopad.com,60322600200,,
EC-COUNCIL GLOBAL SERVICES SDN. BHD.,fariszuani.mfirdaus@eccouncil.org,60322730060,,
AQ AROS CONSULTING,aqarosnco@gmail.com,60133515533,,
